Name,Accuracy,Precision,Recall,Latency Recall,Weighted Recall,P_miss,P_false_alarm,R_false_alarm,NDCR,Red Recall,Orange Recall,Green Recall
marcher_180.mp4,0.872093023255814,0.9886363636363636,0.5723684210526315,0.8249267526807573,0.5370370370370371,0.4276315789473684,0.0027472527472527475,211.76470588235293,1.486455108359133,0.0,0.6126760563380281,0.0
marcher_180.mp4,0.6647286821705426,0.44502617801047123,0.5592105263157895,0.8326552050191098,0.5246913580246914,0.4407894736842105,0.29120879120879123,22447.058823529413,112.67608359133128,0.0,0.5985915492957746,0.0
marcher_180.mp4,0.5484496124031008,0.0,0.0,nan,0.0,1.0,0.22252747252747251,17152.941176470587,86.76470588235294,0.0,0.0,0.0
marcher_180.mp4,0.19767441860465115,0.021897810218978103,0.039473684210526314,0.9835519078722227,0.037037037037037035,0.9605263157894737,0.7362637362637363,56752.94117647059,284.7252321981424,0.0,0.04225352112676056,0.0
marcher_180.mp4,0.3003875968992248,0.0,0.0,nan,0.0,1.0,0.5741758241758241,44258.82352941176,222.2941176470588,0.0,0.0,0.0
marcher_180.mp4,0.23255813953488372,0.0,0.0,0,0.0,1.0,0.6703296703296703,51670.58823529412,259.3529411764706,0.0,0.0,0.0
marcher_180.mp4,0.24806201550387597,0.13580246913580246,0.2894736842105263,0.8163252680621461,0.2716049382716049,0.7105263157894737,0.7692307692307693,59294.117647058825,297.1811145510836,0.0,0.30985915492957744,0.0
marcher_180.mp4,0.2655038759689923,0.16715542521994134,0.375,0.8889278856243723,0.35185185185185186,0.625,0.7802197802197802,60141.17647058824,301.3308823529412,0.0,0.4014084507042254,0.0
marcher_180.mp4,0.21705426356589147,0.13793103448275862,0.3157894736842105,0.26064186007808093,0.35802469135802467,0.6842105263157895,0.8241758241758241,63529.41176470588,318.3312693498452,1.0,0.2676056338028169,0.0
marcher_180.mp4,0.7732558139534884,0.6206896551724138,0.5921052631578947,0.8131705562109992,0.5555555555555556,0.40789473684210525,0.1510989010989011,11647.05882352941,58.64318885448916,0.0,0.6338028169014085,0.0
marcher_180.mp4,0.6782945736434108,0.42857142857142855,0.27631578947368424,0.8253813214236794,0.25925925925925924,0.7236842105263158,0.15384615384615385,11858.823529411764,60.017801857585134,0.0,0.29577464788732394,0.0
marcher_180.mp4,0.6569767441860465,0.43243243243243246,0.5263157894736842,0.7791109022849679,0.49382716049382713,0.47368421052631576,0.28846153846153844,22235.29411764706,111.65015479876162,0.0,0.5633802816901409,0.0
marcher_180.mp4,0.5368217054263565,0.33073929961089493,0.5592105263157895,0.6022758874703886,0.5617283950617284,0.4407894736842105,0.4725274725274725,36423.529411764706,182.55843653250776,0.6,0.5563380281690141,0.0
marcher_180.mp4,0.875968992248062,0.94,0.618421052631579,0.7972932254192281,0.5802469135802469,0.3815789473684211,0.016483516483516484,1270.5882352941176,6.734520123839009,0.0,0.6619718309859155,0.0
marcher_180.mp4,0.7674418604651163,0.5588235294117647,1.0,0.6,1.0,0.0,0.32967032967032966,25411.764705882353,127.05882352941177,1.0,1.0,0.0
